Clase,NombreImagen,MomentosHu,MomentosZernike
circle,2041.png,"[ 1.59272868e-01  2.36291685e-05  1.29341760e-07  4.77348016e-11
  1.02435830e-19  2.28991865e-13 -5.97936626e-20]","[0.31830989 0.01947948 0.33998833 0.30728383 0.02316253 0.01827732
 0.33122879 0.32722227 0.302004   0.00857779 0.03694472 0.01458978
 0.33117404 0.3277747  0.31940762 0.29870047 0.02674672 0.00594093
 0.04586435 0.01025835 0.32986118 0.32865241 0.32297687 0.31394875
 0.29628436]"
circle,1810.png,"[ 1.59273510e-01  2.54773278e-05  1.44250444e-06  2.15653454e-10
 -3.67698892e-18 -1.08508054e-12 -9.73147913e-19]","[0.31830989 0.02299775 0.33685986 0.30884817 0.00715685 0.02832344
 0.33134601 0.3245395  0.30462869 0.01327368 0.01210212 0.03157787
 0.32912773 0.32755635 0.31722919 0.3021219  0.00386717 0.02171811
 0.01330147 0.03418315 0.32795088 0.32791162 0.32218057 0.31240944
 0.3003191 ]"
circle,2830.png,"[ 1.59201800e-01  2.98250910e-06  7.51066456e-07  4.46594151e-11
 -1.93901365e-19 -7.57808619e-14 -1.71175135e-19]","[0.31830989 0.02296969 0.33618349 0.30918582 0.00635988 0.02855476
 0.33165843 0.32376682 0.3052425  0.0135216  0.01115493 0.03204585
 0.32973688 0.32688568 0.3168032  0.30290655 0.00491426 0.02248031
 0.01210342 0.03489081 0.32976386 0.32656856 0.32195063 0.31214812
 0.30123099]"
circle,2584.png,"[ 1.59406793e-01  6.49962447e-05  1.06967356e-06  5.82161515e-10
 -1.49092652e-18 -1.14559402e-12 -1.44507917e-17]","[0.31830989 0.03165626 0.33831787 0.30811863 0.00471715 0.04071272
 0.33399453 0.32398704 0.30385425 0.0229678  0.00906194 0.04704926
 0.32758549 0.33110348 0.31497479 0.30159292 0.01302685 0.0366495
 0.00845767 0.05255132 0.33476127 0.32361054 0.32715929 0.30840805
 0.30022187]"
circle,1099.png,"[ 1.59369312e-01  5.03784855e-05  7.80155317e-07  3.84857540e-10
 -6.27029793e-18 -1.96385350e-12  2.27041657e-18]","[0.31830989 0.02591959 0.33392726 0.31031401 0.0070046  0.03227617
 0.32958864 0.32326873 0.30677584 0.0133332  0.01337462 0.03606542
 0.32909873 0.32484665 0.31749081 0.30457805 0.00444709 0.02292052
 0.01531288 0.03902084 0.32971348 0.32438497 0.32115633 0.31343819
 0.30294616]"
circle,1940.png,"[ 1.59373272e-01  6.01698803e-05  2.76406518e-07  3.26991897e-10
 -3.81837685e-19 -2.06447070e-13 -3.08516643e-18]","[0.31830989 0.02728452 0.33634021 0.30910764 0.00906129 0.03339303
 0.3307822  0.32448207 0.30496627 0.01487794 0.01534067 0.03700202
 0.32833014 0.32752274 0.31727173 0.30250687 0.00383512 0.02495845
 0.01700663 0.03983782 0.32795214 0.32706534 0.3225848  0.31240976
 0.30074972]"
circle,44.png,"[ 1.59239803e-01  8.54792904e-06  3.10029486e-07  1.69829128e-10
 -1.09802212e-19 -1.18474464e-13  1.22740783e-18]","[0.31830989 0.03002159 0.3402069  0.30717389 0.01610747 0.03468609
 0.33174066 0.3270616  0.30190549 0.00846904 0.02712209 0.03619605
 0.33200937 0.32757056 0.31928101 0.2986045  0.010973   0.01710238
 0.03256063 0.03669792 0.32841    0.33051198 0.32177109 0.31413573
 0.29614978]"
circle,3209.png,"[ 1.59770018e-01  1.87113512e-04  7.86809050e-09  2.38308601e-11
  3.30403755e-22  8.72756912e-15 -1.03138668e-20]","[0.31830989 0.02328672 0.33563369 0.30946127 0.00566618 0.0292187
 0.33106078 0.32370841 0.30560245 0.01408117 0.0103355  0.03301059
 0.32864723 0.32703614 0.31677975 0.30333195 0.00544125 0.02301118
 0.0112434  0.03611958 0.32851266 0.32656754 0.32210349 0.31215888
 0.30171026]"
circle,443.png,"[1.59769210e-01 1.76654046e-04 2.58276803e-07 8.36692911e-10
 9.20077995e-18 1.03783941e-11 8.16249953e-18]","[0.31830989 0.03079451 0.33532427 0.30961563 0.00223462 0.04055232
 0.33209562 0.32276041 0.30603132 0.02317847 0.00578562 0.04755581
 0.32455216 0.33052928 0.31444152 0.3042198  0.01683139 0.03736843
 0.00494792 0.05370082 0.33218612 0.32211321 0.32706576 0.30833057
 0.30318368]"
circle,1483.png,"[ 7.38661497e+01  6.60828764e+01  4.67685335e+04  8.41675205e+03
  1.61655050e+08  5.43713760e+04 -4.18774079e+07]","[0.31830989 0.06046225 0.28392241 0.33532337 0.02469176 0.07249831
 0.29472249 0.30488239 0.34263011 0.02031534 0.04524023 0.07798121
 0.29629485 0.3000296  0.31689347 0.34649204 0.0116469  0.04075706
 0.05423071 0.08137091 0.2944362  0.29980464 0.30665664 0.3246406
 0.3486718 ]"
circle,1978.png,"[ 1.59260410e-01  2.21195207e-05  9.04347990e-07  3.34603620e-10
 -3.42449148e-18 -9.04978455e-13 -4.70655037e-18]","[0.31830989 0.01795757 0.33914269 0.30770669 0.02395688 0.01598471
 0.33132608 0.32645312 0.30272472 0.00904779 0.03723968 0.01179676
 0.33099513 0.32747296 0.3188693  0.29963058 0.02794821 0.00684658
 0.04594495 0.00714914 0.32978626 0.32829596 0.32260184 0.3136341
 0.29736929]"
circle,2953.png,"[ 1.59409936e-01  6.28315991e-05  1.81404803e-07  2.19673522e-10
 -7.22139150e-19 -1.73173913e-12 -1.18386094e-18]","[0.31830989 0.02830783 0.33547656 0.30953912 0.00198742 0.03734119
 0.33291138 0.32234256 0.30603946 0.02269159 0.00456001 0.04396887
 0.32818077 0.32837046 0.31483879 0.30416195 0.01625984 0.03581734
 0.00358729 0.04985603 0.33559083 0.32145245 0.32525496 0.30927321
 0.30299935]"
circle,2809.png,"[1.59185939e-01 3.66527451e-08 1.66787678e-08 6.35217683e-12
 4.19025240e-22 1.21350227e-15 2.02469118e-21]","[0.31830989 0.0219681  0.33660409 0.30897575 0.00733019 0.02689196
 0.33085382 0.32465399 0.30475878 0.01206785 0.01237543 0.02980839
 0.32845779 0.32762202 0.31736646 0.30224967 0.00319155 0.01965864
 0.01389939 0.03207962 0.32765232 0.32751204 0.32250859 0.31248876
 0.3004515 ]"
circle,174.png,"[ 1.58996099e-01  1.68025379e-06  5.17966625e-07  4.51021458e-08
 -6.78035404e-15  3.82130314e-12  1.24444958e-15]","[0.31830989 0.01876058 0.33562154 0.30946663 0.00617589 0.02301406
 0.33078326 0.32388175 0.30556434 0.01045499 0.01043943 0.0255566
 0.32937256 0.32632051 0.31724748 0.30320732 0.00509555 0.01891452
 0.0110805  0.02764461 0.32842577 0.32682812 0.32140581 0.31284734
 0.30148117]"
circle,1734.png,"[1.59334996e-01 3.93468522e-05 1.63178450e-06 7.87409283e-10
 1.47228176e-17 2.97258166e-12 2.40807566e-17]","[0.31830989 0.03674852 0.33333654 0.31060878 0.01248598 0.04490125
 0.32767335 0.32405278 0.3069465  0.01367707 0.02421623 0.04905097
 0.32670684 0.32517959 0.31828065 0.30464297 0.0052504  0.02610359
 0.02921773 0.05187273 0.32576005 0.32534736 0.32136755 0.31425599
 0.30291377]"
circle,2402.png,"[ 1.59666040e-01  1.51983092e-04  2.43849715e-07  5.47336661e-10
  2.40079500e-18  1.84395686e-12 -5.84979908e-18]","[0.31830989 0.02470006 0.34045953 0.307048   0.00553421 0.03112129
 0.33520799 0.32496162 0.30227392 0.01761271 0.00910485 0.03551955
 0.33107204 0.33044282 0.31588764 0.29960018 0.00719475 0.02749227
 0.00891283 0.0392987  0.33199706 0.32889351 0.3242026  0.30989212
 0.29779945]"
circle,2049.png,"[ 1.59231444e-01  1.28579913e-05  2.33049798e-07  1.79984135e-12
 -7.32186513e-22 -3.53437975e-15  9.07022592e-22]","[0.31830989 0.02705143 0.33856836 0.30799361 0.00418078 0.03476892
 0.33413105 0.32410489 0.30366923 0.01977118 0.00784176 0.04017825
 0.3291396  0.33016365 0.31543131 0.30130222 0.01068174 0.03110812
 0.00745231 0.04486502 0.33228859 0.32646101 0.32492456 0.30949638
 0.29976068]"
circle,1843.png,"[ 1.59385765e-01  5.67366233e-05  1.75997185e-06  7.99047270e-10
  2.35208743e-17  5.31400902e-12 -1.85649798e-17]","[0.31830989 0.02092451 0.33785784 0.30834877 0.01380756 0.02331833
 0.3315375  0.32524202 0.30382841 0.00499271 0.02202787 0.023584
 0.33061643 0.32713148 0.31795958 0.30106636 0.00967144 0.01126365
 0.02603858 0.02323797 0.32668592 0.3301243  0.32093163 0.31337358
 0.29901154]"
circle,2871.png,"[ 1.59210147e-01  8.56502165e-07  7.14556162e-08  3.32683887e-10
 -1.21243112e-18 -1.08646932e-13  1.07753252e-18]","[0.31830989 0.02684716 0.33503474 0.3097606  0.00202755 0.03623257
 0.33213718 0.32249251 0.30627944 0.0245238  0.00209594 0.0434725
 0.32447689 0.33044331 0.3142463  0.30454142 0.01938537 0.0374944
 0.00403573 0.05004474 0.33350668 0.32091528 0.32749016 0.30805423
 0.30357927]"
circle,1.png,"[ 1.59260894e-01  1.60734091e-05  3.38120141e-07  7.99399645e-11
 -3.82049290e-19 -2.02238579e-13 -1.63604402e-19]","[0.31830989 0.03261606 0.33829768 0.30812888 0.00380734 0.04233539
 0.33457387 0.32358447 0.30396793 0.02435729 0.00789816 0.04924282
 0.32699133 0.33187571 0.31424795 0.30184681 0.01504906 0.03869435
 0.00705512 0.05527872 0.33609514 0.32252886 0.32821566 0.30735393
 0.30063909]"
square,1232.png,"[ 1.66096047e-01  2.97338810e-05  5.51285796e-06  5.33713425e-08
 -2.28861505e-14 -2.84585447e-10 -1.77294791e-14]","[0.31830989 0.02832071 0.33645562 0.30904927 0.00671667 0.03567193
 0.33190318 0.32383132 0.30505331 0.00410379 0.02123225 0.03858089
 0.33103392 0.32621698 0.3170899  0.30263361 0.00644356 0.00895202
 0.02955776 0.03986267 0.32522132 0.33102167 0.31913441 0.31321559
 0.30078417]"
square,1311.png,"[ 1.66867800e-01  3.70980069e-05  8.96204698e-06  1.44606701e-08
 -2.15721897e-15 -8.60762151e-11 -4.73778478e-15]","[0.31830989 0.01961527 0.34585035 0.30435212 0.00201246 0.02635818
 0.34339278 0.32399286 0.29914792 0.00448456 0.01102965 0.02944458
 0.34137004 0.33062531 0.31385475 0.29629499 0.00663551 0.00640665
 0.01691103 0.0312224  0.33718368 0.33545924 0.32024406 0.30817711
 0.29429984]"
square,2403.png,"[1.66120977e-01 2.12710461e-05 1.89435646e-06 9.58907796e-08
 4.08350909e-14 4.06706606e-10 1.66936374e-15]","[0.31830989 0.00778383 0.34767022 0.30344106 0.00872811 0.01328085
 0.3482779  0.32225032 0.29844225 0.01812231 0.01389602 0.01869943
 0.34497242 0.33182845 0.31122391 0.29590564 0.02044595 0.02416903
 0.01932759 0.02410103 0.34924213 0.33043892 0.32291329 0.30444315
 0.29432165]"
square,361.png,"[ 1.66445524e-01  9.41090928e-05  1.57973697e-05  7.45340736e-08
 -7.65311682e-14  1.04289540e-10 -2.61545161e-14]","[0.31830989 0.02989219 0.33174006 0.31140694 0.01882325 0.03366122
 0.32615957 0.32373421 0.30802167 0.00970743 0.03796217 0.0328436
 0.32787818 0.32249358 0.31930027 0.30572307 0.0226054  0.00618874
 0.05006507 0.03043289 0.32169452 0.32773532 0.31774217 0.31661019
 0.30382858]"
square,2311.png,"[ 1.66566821e-01  3.63586713e-05  1.95137584e-06  3.01891264e-08
  6.22890395e-15  8.27834749e-11 -3.85884065e-15]","[0.31830989 0.02684642 0.34135289 0.30660123 0.00593045 0.03391102
 0.33764616 0.32408065 0.30193546 0.00367724 0.02004794 0.03667152
 0.33717269 0.32780989 0.31586053 0.29920902 0.00455022 0.00850378
 0.02778472 0.03790182 0.33109771 0.33385109 0.31889807 0.31130455
 0.29718184]"
square,30.png,"[ 1.66709314e-01  7.11492147e-05  7.27861814e-07  2.14382809e-08
  2.59155919e-15  1.00469483e-10 -6.74882438e-16]","[0.31830989 0.05045642 0.31844958 0.31805169 0.00507567 0.06593432
 0.32292975 0.31482109 0.31854745 0.02875919 0.01567232 0.07607617
 0.31082847 0.32566035 0.31100835 0.31936683 0.01796161 0.04871182
 0.01837461 0.0843697  0.32564406 0.309507   0.32669179 0.30743517
 0.32029424]"
square,1544.png,"[ 1.67369885e-01  1.48267428e-04  8.55058697e-06  1.63707790e-07
 -8.66713899e-15 -3.52671251e-10 -1.93493658e-13]","[0.31830989 0.02130201 0.34282212 0.30586616 0.00750925 0.03079986
 0.3385908  0.32467179 0.30086973 0.00388789 0.00343833 0.03647684
 0.33348357 0.33197595 0.31455665 0.29818502 0.01441021 0.01248644
 0.00729575 0.04069033 0.33281582 0.3318903  0.32377352 0.30828974
 0.29640928]"
square,1695.png,"[ 1.67048516e-01  1.99956256e-04  1.06940247e-05  5.20354224e-08
 -3.16961443e-14 -5.87524370e-10 -2.24074731e-14]","[0.31830989 0.03646522 0.32804083 0.31325629 0.00289183 0.04831175
 0.32727044 0.31991293 0.31128632 0.01490882 0.01247777 0.05554557
 0.3212772  0.32593577 0.31456242 0.31031584 0.01200706 0.02846026
 0.01681896 0.06108849 0.32452818 0.32133973 0.32259239 0.31085546
 0.30970458]"
square,2808.png,"[ 1.67452132e-01  1.98878830e-04  5.49924281e-06  1.18585744e-08
  1.48374469e-15 -1.59035922e-10  2.63991599e-15]","[0.31830989 0.00113467 0.34696734 0.30379272 0.00226738 0.00086052
 0.34499115 0.32385673 0.29848036 0.01220738 0.0088058  0.00103459
 0.34522382 0.32931656 0.31403704 0.29548189 0.00630331 0.01202158
 0.01354229 0.00300511 0.34260739 0.33407083 0.31961485 0.30840405
 0.29335148]"
square,1285.png,"[ 1.66085840e-01  1.12946731e-05  9.07568809e-06  1.10536676e-07
 -1.06787669e-13  8.28740051e-11 -2.92199439e-14]","[0.31830989 0.04218734 0.32439984 0.31507554 0.0044613  0.05538913
 0.32557296 0.31801036 0.31403147 0.02200335 0.01392481 0.06383969
 0.31734813 0.32576917 0.31326559 0.31372656 0.01584743 0.03868316
 0.01706758 0.07062683 0.32584034 0.31612369 0.32446245 0.30951596
 0.31369709]"
square,210.png,"[1.66584812e-01 3.05320578e-07 5.22512877e-06 4.36357533e-08
 2.07592564e-14 1.01992283e-11 1.78547024e-15]","[0.31830989 0.00642492 0.34749475 0.30352897 0.00481452 0.01014946
 0.34642116 0.32334232 0.29827954 0.00422141 0.0037044  0.01288653
 0.34592352 0.3299313  0.31315961 0.2953941  0.01106125 0.00908964
 0.00427451 0.01529772 0.34466437 0.3336166  0.3201237  0.30727748
 0.29339362]"
square,3135.png,"[ 1.66674244e-01  1.42736283e-04  3.28053967e-06  4.34467667e-08
 -1.64001947e-14 -4.74765237e-10 -2.72256183e-16]","[0.31830989 0.02062622 0.34387378 0.30534084 0.01285871 0.03173873
 0.34302529 0.32259391 0.30073283 0.01220326 0.00864617 0.03973654
 0.33439672 0.33449413 0.31118743 0.29858633 0.02677565 0.02433063
 0.00888377 0.04657962 0.34040439 0.32870469 0.32662104 0.30384256
 0.29741484]"
square,2319.png,"[ 1.66371264e-01  4.46112493e-05  2.09470266e-06  4.31872385e-08
  5.24999533e-16 -2.64172428e-10  1.29789434e-14]","[0.31830989 0.02642036 0.34021783 0.30716917 0.00557386 0.03347053
 0.33590993 0.32429429 0.30259194 0.00380945 0.01956907 0.0362389
 0.33422152 0.32835335 0.31606701 0.29994025 0.00473766 0.00783031
 0.02740795 0.03746047 0.32901525 0.33290739 0.32004112 0.31134085
 0.29799935]"
square,2523.png,"[1.66297611e-01 7.49050057e-05 1.40476265e-06 1.22828871e-07
 9.95675096e-15 2.05875820e-10 5.00404229e-14]","[0.31830989 0.0421958  0.32149488 0.3165293  0.02020524 0.04960315
 0.31880594 0.32010523 0.31532627 0.00621025 0.03905485 0.05175923
 0.32120079 0.31725079 0.31938071 0.31422062 0.01798241 0.01624915
 0.04978531 0.05208205 0.31649294 0.32100094 0.31553264 0.31888925
 0.31308663]"
square,3075.png,"[ 1.68296869e-01  6.68698504e-04  1.11173292e-05  1.69815211e-07
 -2.17672104e-13 -4.33131765e-09 -8.40260309e-14]","[0.31830989 0.02157456 0.33967281 0.30744227 0.01140922 0.02504131
 0.33247706 0.32613011 0.3024755  0.01318591 0.02835968 0.02439855
 0.33235882 0.3274349  0.3184569  0.2994085  0.0164107  0.00910216
 0.0394233  0.02227134 0.32669263 0.33214558 0.32046542 0.31375319
 0.29710376]"
square,1062.png,"[ 1.66548699e-01  1.33682588e-04  7.87381382e-06  4.42307391e-08
  2.48146353e-14 -3.69217137e-10  8.09717358e-15]","[0.31830989 0.00764309 0.34540496 0.30457423 0.00776335 0.01273912
 0.34284294 0.32398745 0.29942531 0.00221617 0.0036571  0.01593735
 0.34080587 0.3304669  0.31398814 0.29659382 0.01283412 0.00514589
 0.0024874  0.018434   0.33739282 0.33458922 0.32056481 0.30828488
 0.29461905]"
square,88.png,"[ 1.66723030e-01  5.66859342e-05  2.11689491e-06  2.18069508e-08
  4.33222023e-15  1.21247448e-10 -1.78448178e-15]","[0.31830989 0.0416829  0.32159327 0.31647987 0.01090894 0.05197807
 0.31789415 0.32079339 0.31509277 0.02331225 0.02016942 0.05833995
 0.31533953 0.32116974 0.31851593 0.31409361 0.01084285 0.04156793
 0.02163355 0.06356467 0.32314287 0.312679   0.32351132 0.31563432
 0.31335245]"
square,756.png,"[ 1.67382563e-01  3.83190521e-04  3.43719143e-06  4.26129778e-09
 -4.75706461e-16  7.69513493e-11  1.99176687e-16]","[0.31830989 0.00544052 0.34808033 0.30323674 0.00669646 0.00505544
 0.34701299 0.32343583 0.29789291 0.00730924 0.01297381 0.00353628
 0.34752282 0.32941824 0.31336209 0.29491289 0.0097214  0.00669355
 0.01731171 0.00183921 0.34443314 0.33504907 0.31894622 0.30775003
 0.29279851]"
square,1090.png,"[ 1.67280857e-01  2.41790016e-04  1.03655673e-05  8.30854077e-08
 -4.93242154e-14 -8.11168295e-10  5.92649451e-14]","[0.31830989 0.02978624 0.33146214 0.31154652 0.00271686 0.03994095
 0.3284984  0.32194419 0.30864552 0.009952   0.01019139 0.04597493
 0.32423884 0.32642299 0.31590349 0.30701916 0.01052552 0.02087231
 0.01466232 0.05047014 0.32510426 0.32429555 0.32221187 0.31183889
 0.30588446]"
square,3324.png,"[ 1.66883178e-01  4.14789604e-05  1.20805840e-05  2.03814744e-07
 -2.57833885e-13  1.64787180e-10 -1.89215833e-13]","[0.31830989 0.00996406 0.34728012 0.30363585 0.0048939  0.01490377
 0.34787829 0.3221918  0.29869931 0.01660328 0.00821786 0.0195056
 0.34502003 0.33133287 0.31142813 0.29616965 0.014001   0.0217039
 0.01202679 0.0239741  0.34687342 0.33200139 0.32168896 0.30506513
 0.29453829]"
square,3185.png,"[ 1.66386763e-01  1.28291959e-05  3.63238151e-06  9.90036035e-08
  5.68828332e-14  3.28007258e-11 -1.70065960e-14]","[0.31830989 0.03000516 0.33257312 0.31098959 0.01426782 0.03535726
 0.32794845 0.32323285 0.30762453 0.0082872  0.03256257 0.03595908
 0.32966222 0.32267783 0.31855243 0.30538329 0.01538619 0.00601465
 0.04358084 0.03490609 0.32295892 0.32869355 0.31713631 0.31589573
 0.30353413]"
square,1397.png,"[ 1.66959086e-01  2.11030322e-04  1.27619018e-05  1.74901762e-07
 -2.38888675e-13 -2.41596524e-09  1.05890979e-13]","[0.31830989 0.02056184 0.34431145 0.30512126 0.00660165 0.02953076
 0.34342437 0.32269008 0.3004334  0.00521543 0.00252372 0.03508179
 0.33964304 0.33104237 0.31258981 0.29800216 0.01574077 0.0151673
 0.0051014  0.03938191 0.33804955 0.33331358 0.32122148 0.30681846
 0.29638485]"
square,1214.png,"[1.66512391e-01 1.07698223e-05 3.49068504e-06 7.98937589e-08
 3.59401163e-14 8.56147847e-11 2.21004033e-14]","[0.31830989 0.03555048 0.32724425 0.31365403 0.01161355 0.04368532
 0.32395193 0.32146044 0.31139525 0.00624851 0.02729886 0.04702635
 0.32322028 0.32207864 0.31786485 0.30989109 0.00861797 0.01637037
 0.03569279 0.04868551 0.31968411 0.32423707 0.31842909 0.31559787
 0.30863318]"
square,2134.png,"[ 1.66139265e-01  3.18879773e-05  1.37787220e-06  8.16414125e-09
  8.57304533e-16 -1.37102704e-11 -1.21738890e-16]","[0.31830989 0.00554361 0.34817686 0.30318879 0.01061307 0.00390856
 0.34477539 0.32500847 0.29744066 0.02037047 0.02346899 0.00098544
 0.34337978 0.33127869 0.31425163 0.29423885 0.01847121 0.02022697
 0.03270803 0.00493494 0.34404633 0.33253671 0.32257476 0.30756964
 0.29206563]"
square,652.png,"[ 1.66470217e-01  8.93278963e-05  2.68845359e-07  5.80833177e-09
 -5.55993722e-18 -5.48766516e-11 -2.29456803e-16]","[0.31830989 0.00369951 0.34860456 0.30297456 0.00828994 0.00223609
 0.34725073 0.32371378 0.29749575 0.01170677 0.01592002 0.00103304
 0.34703769 0.33022571 0.31323883 0.29447028 0.0134266  0.01201607
 0.02149383 0.00391083 0.34564283 0.33420485 0.32017947 0.30718054
 0.29237207]"
square,3666.png,"[ 1.66587887e-01  5.10411310e-05  6.10969766e-06  7.63573081e-08
  6.83026420e-15 -3.78813743e-10 -5.17045845e-14]","[0.31830989 0.04605298 0.3179126  0.31832069 0.01074584 0.05794518
 0.31925356 0.31682475 0.31838423 0.01941582 0.02423994 0.06473125
 0.3152352  0.31990075 0.3155082  0.31842967 0.00659216 0.03539367
 0.02971388 0.06975074 0.31934094 0.31463853 0.31989064 0.31415883
 0.31840548]"
square,799.png,"[ 1.67111733e-01  3.37434576e-04  1.71379981e-06  6.36364577e-09
 -3.96891226e-16 -9.41664133e-11 -5.33035830e-16]","[0.31830989 0.03213108 0.33691489 0.30881909 0.02212846 0.03552192
 0.3313604  0.32457465 0.30457859 0.0126103  0.0439439  0.03385662
 0.33372836 0.32414676 0.31861449 0.30182437 0.02583814 0.00702006
 0.05763133 0.03048386 0.32774875 0.33017194 0.31799629 0.31506596
 0.2996416 ]"
square,2371.png,"[1.66624215e-01 6.41255899e-05 2.75926877e-06 3.07623112e-08
 5.04549869e-15 1.46802247e-10 7.40729178e-15]","[0.31830989 0.0108334  0.34892523 0.30281479 0.00577687 0.01256235
 0.34548494 0.32515895 0.29693631 0.01352049 0.01776146 0.01152985
 0.34505324 0.33087322 0.31444171 0.29362006 0.00919461 0.01034462
 0.02558538 0.00953414 0.34042815 0.33683803 0.32007202 0.30838143
 0.29126987]"
square,483.png,"[1.66481718e-01 2.37855208e-05 1.18833747e-06 3.49917245e-08
 1.20777233e-15 1.45928255e-10 7.03243368e-15]","[0.31830989 0.03623596 0.32069007 0.31693185 0.02551153 0.0398648
 0.31673127 0.32081654 0.31565298 0.00464931 0.04506073 0.03888915
 0.32196525 0.31499797 0.32116601 0.31430782 0.02545761 0.00753791
 0.05669511 0.0364476  0.31702879 0.31962027 0.31457538 0.32113993
 0.31291012]"
square,215.png,"[ 1.46052598e+02  1.09452090e+03  1.36057587e+05  3.29657746e+05
  6.86252288e+10 -1.66857981e+06  1.28406413e+10]","[0.31830989 0.00390423 0.2468838  0.35383195 0.02275627 0.00623229
 0.24821014 0.30503871 0.36567642 0.01170254 0.03010624 0.01287441
 0.24844509 0.28724444 0.32860239 0.37134329 0.03525189 0.01835509
 0.03721053 0.01990543 0.25137572 0.27526808 0.31023878 0.34101117
 0.37446588]"
square,1818.png,"[ 1.66235519e-01  4.86607086e-05  7.94092173e-06  1.01911361e-07
  6.31763123e-14  5.22457788e-11 -6.64362318e-14]","[0.31830989 0.01134401 0.3448749  0.30483997 0.01061975 0.01163005
 0.33943358 0.32582013 0.29930089 0.02075685 0.02650233 0.00870138
 0.33774302 0.33047052 0.31600424 0.29611565 0.01719484 0.01823263
 0.0372846  0.00479669 0.33445894 0.33379353 0.32183253 0.31005616
 0.29386442]"
square,2987.png,"[ 1.66625046e-01  9.95819912e-05  1.12989637e-05  1.63841782e-07
 -1.96026958e-13 -1.39155733e-09  1.06152820e-13]","[0.31830989 0.0018646  0.34773228 0.30340975 0.00978891 0.00086589
 0.34787815 0.32256805 0.29832303 0.00885986 0.01511804 0.00400361
 0.3472378  0.32993208 0.31230368 0.29558574 0.0164379  0.01124213
 0.01962674 0.00736761 0.34669379 0.33334304 0.31989404 0.30643374
 0.29371219]"
square,762.png,"[ 1.67064239e-01  3.59237145e-04  3.78604192e-06  1.62097802e-08
 -3.40818136e-15  2.97638841e-10  2.12366044e-15]","[0.31830989 0.01070409 0.34694953 0.30380191 0.00593056 0.01621895
 0.34677958 0.32264953 0.29879476 0.00999925 0.00558848 0.02053812
 0.34533256 0.33026592 0.31239536 0.29612382 0.01496695 0.01661219
 0.00717231 0.02444369 0.3460788  0.33213587 0.32089495 0.30635142
 0.29433179]"
square,2838.png,"[ 1.66645091e-01  3.77265645e-05  7.48729134e-06  3.95657100e-08
  1.42651304e-14 -2.05113252e-10 -1.61323774e-14]","[0.31830989 0.0328867  0.32535494 0.31459745 0.01871076 0.03776678
 0.32008045 0.32246473 0.31232049 0.00765847 0.03775507 0.03789014
 0.32230116 0.31940621 0.32031181 0.31055876 0.02054698 0.00782626
 0.04937627 0.03639195 0.31691994 0.32344015 0.317012   0.31881183
 0.30897828]"
square,1947.png,"[ 1.69733544e-01  1.04037792e-03  8.50063666e-06  1.37996203e-07
 -7.33004785e-14 -1.66897581e-09  1.30251606e-13]","[0.31830989 0.03169598 0.32948262 0.31253589 0.00192603 0.04222512
 0.32730558 0.32109075 0.31009332 0.01001149 0.01135396 0.04840726
 0.32210785 0.3261738  0.31545215 0.30877939 0.00847434 0.02093045
 0.0164165  0.05293948 0.32346767 0.32322525 0.32228615 0.31164183
 0.30788334]"
square,1019.png,"[ 1.45508635e+02  3.10532607e+03  2.23081574e+05  2.22486421e+05
 -1.67330685e+10 -9.28310444e+06 -4.66565050e+10]","[0.31830989 0.00774036 0.33682051 0.3088678  0.02239804 0.00287056
 0.32923551 0.32591335 0.30430987 0.00232407 0.02739339 0.00218087
 0.32583229 0.32877513 0.31818838 0.30159104 0.02246766 0.00140761
 0.03038524 0.00678637 0.32523921 0.32763475 0.32403374 0.31283614
 0.29967062]"
square,3520.png,"[ 1.67150817e-01  1.81567229e-04  3.33257997e-05  3.00450109e-07
 -7.80671094e-13 -4.04650408e-09  5.42591352e-13]","[0.31830989 0.04029598 0.31772024 0.31841616 0.01746238 0.04800694
 0.31561426 0.31908822 0.31793674 0.01121223 0.03242289 0.05120333
 0.31731607 0.31610498 0.31942822 0.31725455 0.01159359 0.02283281
 0.04003503 0.05288158 0.31486356 0.31743173 0.31610848 0.31932957
 0.31643989]"
square,306.png,"[1.66118679e-01 2.23291077e-05 5.47630726e-06 9.23720220e-08
 6.41068726e-14 4.28042059e-11 1.43730441e-14]","[0.31830989 0.03742709 0.32158517 0.31648477 0.02471276 0.04179499
 0.31685337 0.32148227 0.31492853 0.00557131 0.04445695 0.04140308
 0.32086639 0.31641699 0.32114341 0.3134673  0.02667374 0.0090775
 0.05658369 0.0394264  0.31485679 0.32132406 0.31523478 0.32077609
 0.31201068]"
square,478.png,"[ 1.65888147e-01  7.35359648e-06  3.09386699e-06  5.41939113e-08
  1.52578026e-15  2.23574239e-11 -2.21384682e-14]","[3.18309886e-01 4.75865513e-05 3.47159616e-01 3.03696523e-01
 1.18026611e-02 3.89130548e-03 3.46672608e-01 3.22895541e-01
 2.98600517e-01 7.64539179e-03 1.56296641e-02 7.79216965e-03
 3.44886946e-01 3.30660266e-01 3.12457517e-01 2.95885309e-01
 1.83031417e-02 1.08018255e-02 1.92137672e-02 1.16399676e-02
 3.44939125e-01 3.32893836e-01 3.20964566e-01 3.06353970e-01
 2.94061188e-01]"
